WISE Name,Catalog,GLong<br>(deg.),GLat<br>(deg.),Radius<br>(arcsec.),HII Region,Membership,VLSR<br>(km/s),Author,VLSR (Mol.)<br>(km/s),Molecule,KDAR,Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,RGal<br>(kpc),z<br>(pc),GLIMPSE 8um<br>(Jy),WISE 12um<br>(Jy),WISE 22um<br>(Jy),MIPSGAL 24um<br>(Jy),Hi-Gal 70um<br>(Jy),Hi-Gal 160um<br>(Jy),HRDS 3cm<br>(Jy),MAGPIS 20cm<br>(Jy),VGPS 21cm<br>(Jy)
G021.688+00.074,K,21.688,0.074,75,G021.688+00.074,,96.6;21.6,Anderson et al. (2015b),,,,,,,,,2.90,2.53,2.05,1.90,58.18,167.99,72.82,0.07,0.05
G021.706-00.122,Q,21.706,-0.122,110,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.746-00.035,K,21.746,-0.034,85,G021.744-00.032a,,20.0,Anderson et al. (2011),23.0,NH3,F,14.0,00.6,IRDC+HISA (Mol)/Kin,06.9,-008,4.80,3.33,3.09,3.61,160.21,754.13,124.13,0.00,0.10
G021.810-00.057,C,21.810,-0.056,150,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.827+00.042,C,21.827,0.043,145,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.856-00.131,C,21.857,-0.130,24,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.866+00.045,Q,21.867,0.046,44,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.869+00.231,Q,21.869,0.232,78,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.870-00.162,K,21.870,-0.161,118,G021.869-00.161,,33.9;83.9,Anderson et al. (2015b),,,,,,,,,0.05,3.21,4.56,5.46,94.01,295.69,545.92,0.15,0.36
G021.872-00.044,K,21.873,-0.043,100,G021.877-00.038,,17.1,Anderson et al. (2011),,,F,14.2,00.6,HIEA/Kin,07.1,-010,3.48,4.25,4.84,5.04,100.59,160.75,53.71,0.11,0.09
G021.873+00.005,K,21.873,0.006,60,G021.870+00.010,,26.9,Sewilo et al. (2004),22.4,CS,F,13.5,00.5,H2CO/Kin,06.4,0001,9.41,11.15,40.82,33.41,834.63,1347.11,0.00,0.86,0.77
G021.884-00.318,K,21.884,-0.317,351,G021.902-00.368,,79.5,Lockman (1989),,,F,10.7,00.4,HIEA+HISA/Kin,04.3,-059,109.51,104.26,140.84,132.88,1761.61,4457.67,0.00,0.00,0.00
G021.931+00.104,K,21.931,0.104,76,G021.933+00.103a,,82.2,Anderson et al. (2011),78.8,HCO+,,,,,04.2,,5.78,4.91,5.81,5.88,151.52,583.86,118.75,0.09,0.13
G021.940-00.131,C,21.940,-0.131,49,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.948+00.080,C,21.948,0.080,253,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.976+00.049,C,21.976,0.049,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G021.986+00.107,Q,21.986,0.107,27,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.026+00.212,C,22.026,0.213,101,,,,,50.9,13CO,,,,,05.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.035+00.226,Q,22.035,0.227,22,,,,,51.0,HCO+,,,,,05.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.042+00.225,Q,22.042,0.225,22,,,,,51.0,HCO+,,,,,05.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.090-00.117,K,22.091,-0.117,942,G022.309-00.050,,83.4,"Lockman, Pisano, Howard (1996)",,,,,,,04.2,,0.18,0.44,0.00,0.00,0.00,0.00,0.00,0.00,19.78
G022.256-00.882,Q,22.256,-0.882,77,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.357+00.064,K,22.357,0.064,60,G022.360+00.060,,82.5,Sewilo et al. (2004),84.0,NH3,N,05.1,00.4,HIEA+HISA/Kin,04.2,0005,1.58,1.95,6.56,5.61,102.95,197.35,0.00,0.17,0.15
G022.397+00.288,Q,22.397,0.289,51,,,,,83.7,13CO,,,,,04.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.413-00.335,K,22.414,-0.334,251,G022.400-00.370,,80.8,"Lockman, Pisano, Howard (1996)",,,,,,,04.3,,20.88,16.54,81.50,87.24,1616.43,3815.71,0.00,1.56,0.74
G022.424+00.337,C,22.425,0.337,616,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.425+00.298,Q,22.425,0.298,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.478-00.015,K,22.478,-0.014,660,G022.398+00.083,,87.8,Lockman (1989),,,,,,,04.1,,-79.36,46.39,370.71,261.59,6770.75,23908.27,0.00,0.00,0.00
G022.482-00.042,Q,22.483,-0.041,34,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.495-00.261,K,22.496,-0.260,233,G22.4-1,,88.1;81.2;2.6,Anderson et al. (2017),,,,,,,,,-32.95,-35.74,4.08,5.29,-728.36,-4341.43,0.00,0.00,0.00
G022.531-00.013,C,22.531,-0.012,40,,,,,95.2,13CO,,,,,03.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.535-00.048,C,22.535,-0.048,23,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.557-00.017,C,22.558,-0.016,51,,,,,95.4,HCO+,,,,,03.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.571-00.053,Q,22.571,-0.053,68,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.585-01.081,C,22.585,-1.080,806,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.707+00.388,Q,22.708,0.389,20,,,,,115.5,NH3,,,,,03.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.724-00.010,K,22.724,-0.010,42,G022.724-00.010,,38.9,Anderson et al. (2011),36.9,HCO+,F,12.7,00.4,HIEA/Kin,05.8,-002,2.25,1.93,3.92,4.68,128.35,312.20,116.77,0.15,0.12
G022.730-00.239,K,22.730,-0.239,58,G022.730-00.239a,,71.1,Anderson et al. (2011),,,,,,,04.6,,14.24,11.83,33.16,28.42,429.45,666.84,914.58,0.15,0.10
G022.757-00.246,K,22.757,-0.246,71,G022.755-00.246a,G022.755-00.246a,106.7,Anderson et al. (2011),,,,,,,03.7,,18.67,24.59,94.03,86.72,874.60,931.63,525.70,0.53,0.48
G022.761-00.492,K,22.762,-0.492,157,G022.760-00.485,,74.8,Lockman (1989),76.0,CS,N,04.8,00.4,HIEA/Kin,04.5,-041,50.82,86.92,361.95,311.61,2257.54,3552.35,0.00,3.55,3.08
G022.780-00.401,K,22.780,-0.401,99,G022.780-00.383,,70.0,Anderson et al. (2011),,,F,11.1,00.4,HIEA/Kin,04.6,-077,21.12,19.38,44.83,48.82,739.03,533.47,470.33,0.62,0.51
G022.790-00.347,K,22.791,-0.347,328,G022.739-00.303a,,69.3;112.1,Anderson et al. (2011),,,,,,,,,49.39,70.98,190.99,179.98,2150.11,4778.98,95.34,3.95,4.79
G022.828-00.254,Q,22.828,-0.254,42,,G022.755-00.246a,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.861+00.422,Q,22.861,0.423,22,,,,,115.7,HCO+,,,,,03.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.876+00.153,Q,22.876,0.153,58,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.879+00.645,K,22.879,0.645,422,G022.878+00.669,,31.0,Anderson et al. (2015b),,,N,02.5,00.5,Visible/Kin,06.3,0028,37.97,45.83,92.01,85.37,944.19,4123.62,64.58,0.00,0.86
G022.907-00.048,Q,22.907,-0.047,136,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.948+00.040,C,22.948,0.040,42,,,,,79.2,HCO+,,,,,04.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.952-00.317,K,22.953,-0.317,43,G022.947-00.315,,70.9,Lockman (1989),75.3,13CO,N,04.6,00.4,HIEA+HISA/Kin,04.6,-025,9.76,8.69,25.74,23.50,325.19,480.99,0.00,0.02,0.44
G022.973-00.381,G,22.973,-0.381,22,,G022.982-00.356,,,73.6,HCO+,,,,,04.5,,1.80,1.33,2.20,3.41,75.58,137.04,0.00,0.00,0.00
G022.976+00.163,Q,22.976,0.164,13,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G022.980-00.369,G,22.981,-0.368,23,,G022.982-00.356,,,73.6,HCO+,,,,,04.5,,2.32,2.56,9.02,13.06,74.22,31.51,0.00,0.06,0.00
G022.987-00.155,K,22.988,-0.155,116,G022.986-00.149a,,76.6;100.2,Anderson et al. (2011),,,,,,,,,21.52,19.30,44.08,47.95,618.55,476.96,185.44,0.11,0.08
G022.988-00.360,K,22.989,-0.359,151,G022.982-00.356,G022.982-00.356,74.1,Lockman (1989),75.1,13CO,N,04.8,00.4,HIEA+HISA/Kin,04.5,-029,79.87,70.17,87.65,90.29,2739.42,5815.68,0.00,1.83,1.16
G022.996-00.410,C,22.997,-0.409,23,,,,,77.6,HCO+,,04.6,00.4,Parallax,04.6,-032,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.000+00.117,Q,23.001,0.117,14,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.011-00.421,G,23.012,-0.421,39,,G023.029-00.405,,,77.6,HCO+,,,,,04.4,,5.52,4.58,12.06,13.79,876.74,1569.47,0.00,0.03,0.00
G023.014-00.358,Q,23.014,-0.357,29,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.015-00.395,Q,23.015,-0.395,19,,G023.029-00.405,,,77.6,HCO+,,,,,04.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.022+00.227,Q,23.022,0.228,20,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.029-00.032,Q,23.029,-0.032,42,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.041-00.399,K,23.042,-0.399,151,G023.029-00.405,G023.029-00.405,76.0,Anderson et al. (2011),,,(N),04.6,00.4,Parallax,04.6,-031,8.13,16.09,99.55,99.06,1923.28,5616.00,1013.59,0.00,1.25
G023.058+00.609,Q,23.059,0.609,19,,G023.115+00.556; S58,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.059-00.642,Q,23.059,-0.642,28,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.063+00.096,Q,23.063,0.096,58,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.067+00.379,C,23.067,0.380,34,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.069-00.031,Q,23.070,-0.031,53,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.094-01.402,C,23.094,-1.401,1188,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.097+00.527,K,23.097,0.527,394,G023.115+00.556; S58,G023.115+00.556; S58,29.5,Lockman (1989),,,N,02.4,00.5,Visible/Kin,06.4,0022,169.18,197.16,272.65,250.37,3029.18,7904.62,0.00,5.01,3.69
G023.113+00.163,Q,23.113,0.164,22,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.148-00.434,Q,23.149,-0.433,61,,,,,78.4,HCO+,,,,,04.4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.154+00.514,G,23.155,0.514,19,,G023.115+00.556; S58,,,,,,,,,,,0.34,0.33,0.38,0.73,16.28,38.06,0.00,0.00,0.00
G023.155-00.321,C,23.156,-0.321,35,,,,,74.4,13CO,N,04.8,00.4,HISA (Mol)/Kin,04.5,-026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.156-00.264,K,23.157,-0.263,127,G023.142-00.273,,71.7,Anderson et al. (2011),,,,,,,04.6,,18.02,21.03,40.18,41.01,402.41,394.55,314.83,0.38,0.54
G023.157-00.355,C,23.157,-0.355,31,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.162+00.514,G,23.162,0.514,19,,G023.115+00.556; S58,,,,,,,,,,,1.11,0.97,0.85,0.99,24.67,60.22,0.00,0.00,0.00
G023.180-00.453,C,23.181,-0.452,58,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.195-00.001,K,23.196,-0.001,60,G023.200+00.000,,90.7,Sewilo et al. (2004),90.7,13CO,F,10.2,00.4,HIEA+HISA/Kin,04.1,,2.38,1.91,16.34,11.46,227.44,906.13,0.00,0.02,0.03
G023.204-00.460,Q,23.204,-0.459,55,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.240-00.240,K,23.240,-0.240,113,G023.250-00.240,G023.250-00.240,76.3,Sewilo et al. (2004),81.7,13CO,N,04.8,00.4,HIEA/Kin,04.5,-020,0.92,12.41,96.31,98.27,643.65,732.04,0.00,0.83,0.48
G023.240-00.114,C,23.240,-0.114,21,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.249-00.312,K,23.250,-0.312,160,G023.265-00.301a,,73.1,Anderson et al. (2011),,,,,,,04.6,,31.76,40.97,247.86,257.10,2088.34,2374.67,1351.30,1.76,2.60
G023.253-00.240,G,23.254,-0.240,32,,G023.250-00.240,,,63.4,NH3,N,04.3,00.4,HISA (Mol)/Kin,04.9,-017,2.44,1.32,0.59,-0.80,96.09,193.99,0.00,0.00,0.00
G023.257-00.453,K,23.258,-0.452,195,FQ250,,61.6;89.0,Anderson et al. (2017),,,,,,,,,-2.18,4.46,36.04,34.26,66.89,-2168.43,0.00,0.00,0.87
G023.264+00.077,K,23.264,0.078,60,G023.270+00.080,,78.2,Sewilo et al. (2004),77.7,NH3,F,10.7,00.4,H2CO/Kin,04.4,0014,2.18,2.02,11.26,10.34,279.81,845.93,0.00,0.10,0.09
G023.265+00.034,Q,23.265,0.035,27,,,,,8.1,13CO,,,,,07.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.271-00.256,C,23.271,-0.256,27,,,,,60.4;81.1,13CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.276+00.314,K,23.277,0.314,147,G023.281+00.298,,108.8,Lockman (1989),,,N,06.2,00.6,HIEA+HISA/Kin,03.7,0034,8.14,10.46,23.75,24.16,355.19,1009.82,0.00,0.00,0.29
G023.299-00.281,K,23.300,-0.280,31,G023.295-00.280,,99.3;61.6,Anderson et al. (2015b),,,,,,,,,2.03,1.46,0.58,0.72,38.20,88.27,498.05,0.00,0.26
G023.313-00.289,Q,23.314,-0.289,21,,,,,102.2,13CO,,,,,03.8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.317-00.300,C,23.317,-0.300,37,,,,,102.2,13CO,,,,,03.8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.326-00.437,Q,23.327,-0.436,80,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.339-00.327,Q,23.339,-0.327,32,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.349-00.270,Q,23.350,-0.270,31,,,,,101.9,HCO+,,,,,03.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.354-00.136,C,23.354,-0.136,40,,,,,97.3,HCO+,,,,,04.0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.376+00.452,K,23.376,0.452,102,G023.376+00.452,,104.2,Anderson et al. (2011),107.4,13CO,,,,,03.8,,16.36,19.13,42.92,45.54,599.39,1766.28,182.86,0.27,0.27
G023.385-00.257,Q,23.386,-0.256,31,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.389-00.148,K,23.389,-0.148,157,G023.389-00.148a,G023.389-00.148a,98.5,Anderson et al. (2011),,,,,,,03.9,,15.84,18.89,85.39,91.68,1143.43,1834.82,1200.26,2.36,1.48
G023.393-00.613,Q,23.394,-0.613,94,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.397+01.572,Q,23.397,1.573,194,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.423-00.216,K,23.424,-0.215,96,G023.421-00.214,G023.421-00.214,102.1,Quireza et al. (2006),104.2,CS,(N),05.9,01.1,Parallax,03.9,-022,61.25,102.73,391.49,404.38,5448.83,7902.08,0.00,7.61,6.80
G023.424+00.071,C,23.425,0.072,41,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.435-00.153,G,23.436,-0.153,28,,G023.389-00.148a,,,,,,,,,,,2.31,1.54,2.56,3.93,84.76,95.01,0.00,0.03,0.00
G023.438-00.241,G,23.439,-0.241,47,,G023.421-00.214,,,103.0,NH3,(N),05.9,01.1,Parallax,03.9,-024,16.15,14.05,32.64,35.13,735.75,1132.49,0.00,0.41,0.00
G023.439-00.187,G,23.440,-0.187,66,,G023.421-00.214,,,,,,05.9,01.1,Parallax,03.9,-019,19.50,25.33,78.58,80.91,1645.34,4361.39,0.00,0.00,0.00
G023.455-00.201,G,23.455,-0.201,17,,G023.421-00.214,,,,,,05.9,01.1,Parallax,03.9,-020,0.60,0.39,0.76,1.47,128.40,338.66,0.00,0.00,0.00
G023.456+01.583,K,23.457,1.583,169,G023.463+01.581,,35.2,Anderson et al. (2015b),,,,,,,06.1,,0.00,82.87,60.61,0.00,NaN,NaN,22.27,0.00,0.00
G023.458-00.179,K,23.458,-0.179,42,G023.458-00.179a,,97.4,Anderson et al. (2011),98.7,HCO+,,,,,04.0,,3.35,3.22,7.29,9.83,169.39,340.66,1084.01,0.36,0.45
G023.458+00.066,K,23.458,0.066,42,G023.458+00.066,,90.6,Anderson et al. (2015b),84.1,HCO+,,,,,04.1,,2.77,1.32,9.47,10.22,230.52,712.16,0.00,0.01,0.07
G023.459-00.026,Q,23.459,-0.026,50,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.470+01.605,Q,23.471,1.606,66,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.483+00.096,C,23.483,0.097,12,,,,,85.7,NH3,,,,,04.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.497-00.210,C,23.497,-0.210,86,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.513-00.244,K,23.513,-0.244,42,G023.513-00.244a,,81.4,Anderson et al. (2011),,,,,,,04.4,,-0.21,0.51,3.24,3.54,23.81,40.44,180.04,0.05,0.15
G023.551-00.034,C,23.552,-0.034,51,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.568+01.582,K,23.569,1.582,117,G023.570+01.585,,40.9,Anderson et al. (2015b),38.2,CS,,,,,05.8,,0.00,87.35,141.06,0.00,7982.30,NaN,152.80,0.00,0.01
G023.572-00.020,K,23.572,-0.019,351,G023.538-00.041,,91.3,Lockman (1989),,,N,05.5,00.4,HIEA+HISA/Kin,04.1,-001,54.07,63.08,314.86,306.93,4863.10,6766.52,0.00,11.80,6.54
G023.581-00.400,K,23.581,-0.400,365,G023.613-00.376,,90.1,Lockman (1989),,,N,05.4,00.4,HIEA+HISA/Kin,04.1,-037,199.26,175.66,186.27,179.14,5756.35,9112.84,0.00,5.03,2.64
G023.585+00.029,K,23.585,0.029,42,G023.585+00.029,,92.2,Anderson et al. (2011),,,N,05.5,00.4,HIEA/Kin,04.1,0002,5.84,6.00,18.61,20.81,256.96,366.73,627.67,0.16,0.23
G023.601-00.203,K,23.601,-0.202,72,G023.604-00.200a,,82.7,Anderson et al. (2011),,,,,,,04.3,,4.18,5.72,15.22,16.17,108.88,178.86,97.94,0.09,0.08
G023.657-00.128,C,23.657,-0.128,50,,,,,80.4,NH3,(N),03.2,00.4,Parallax,05.7,-007,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.661-00.252,K,23.661,-0.252,56,G023.661-00.252,,66.2,Anderson et al. (2011),,,F,11.2,00.4,HIEA/Kin,04.8,-049,2.14,2.38,6.69,7.37,150.27,207.51,183.52,0.24,0.31
G023.689+00.377,K,23.689,0.377,697,G023.819+00.404,,85.9,"Lockman, Pisano, Howard (1996)",,,,,,,04.3,,218.64,207.50,466.46,636.89,11160.14,23509.97,0.00,9.10,0.00
G023.689-00.205,K,23.690,-0.205,57,G023.710-00.200,,76.5,Sewilo et al. (2004),68.3,CS,(F),06.2,00.9,Parallax,03.8,-022,3.68,4.56,14.96,15.07,284.25,393.29,0.00,0.00,0.00
G023.703-00.197,K,23.703,-0.196,23,G023.710-00.200,,76.5,Sewilo et al. (2004),68.7,HCO+,(F),06.2,00.9,Parallax,03.8,-021,2.64,1.67,4.24,6.59,251.65,597.94,0.00,0.05,0.00
G023.705+00.165,K,23.706,0.166,46,G023.706+00.173,,104.3,Quireza et al. (2006),113.2,HCO+,N,06.0,00.5,HIEA+HISA/Kin,03.8,0017,23.56,30.13,111.00,73.24,1609.06,2486.27,0.00,0.96,0.00
G023.708+00.174,K,23.708,0.174,171,G023.706+00.173,,104.3,Quireza et al. (2006),113.2,HCO+,T,07.8,01.9,TP/Kin,03.8,0023,17.12,25.01,80.24,80.94,969.82,4112.83,0.00,0.79,0.00
G023.708-00.205,K,23.708,-0.205,41,G023.710-00.200,,76.5,Sewilo et al. (2004),68.7,HCO+,(F),06.2,00.9,Parallax,03.8,-022,1.65,2.56,13.48,14.49,195.46,412.41,0.00,0.00,0.00
G023.713+00.175,K,23.713,0.176,44,G023.706+00.173,,104.3,Quireza et al. (2006),113.2,HCO+,T,07.8,01.9,TP/Kin,03.8,0023,9.35,11.78,40.67,20.58,757.44,1181.35,0.00,0.60,0.00
G023.737-00.021,K,23.737,-0.020,55,G023.736-00.022a,,3.0,Anderson et al. (2011),8.2,HCO+,,,,,08.3,,2.39,1.46,1.94,2.34,120.11,317.30,185.03,0.10,0.16
G023.740-00.182,K,23.741,-0.182,36,G023.741-00.182,,72.0,Anderson et al. (2015b),68.8,13CO,,,,,04.6,,1.50,1.81,2.92,3.34,47.55,113.41,140.92,0.02,0.05
G023.770+00.149,C,23.771,0.150,33,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.787+00.223,K,23.787,0.224,189,G023.817+00.224,,107.4,Lockman (1989),112.0,13CO,F,09.4,00.6,HIEA+HISA/Kin,03.8,0036,12.74,14.13,112.03,117.04,824.51,495.63,0.00,1.37,0.93
G023.821-00.038,Q,23.821,-0.038,32,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.826+00.135,C,23.826,0.135,33,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.836-00.041,C,23.836,-0.041,28,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.840+00.099,K,23.840,0.099,53,G023.836+00.104a,,41.9,Anderson et al. (2011),,,,,,,05.8,,2.18,1.37,3.81,5.94,150.58,276.67,337.79,0.17,0.30
G023.842-00.058,Q,23.842,-0.057,28,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.847-00.128,C,23.848,-0.128,42,,,,,76.1,NH3,,,,,04.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.861-00.126,G,23.862,-0.125,26,,G023.869-00.119,,,76.1,NH3,,,,,04.5,,1.17,1.09,3.69,5.41,120.51,295.26,0.00,0.06,0.00
G023.869+00.127,Q,23.869,0.128,104,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.872-00.119,K,23.873,-0.119,60,G023.869-00.119,G023.869-00.119,73.8,Lockman (1989),76.1,NH3,F,10.8,00.4,HIEA/Kin,04.6,-022,21.81,24.63,77.01,74.32,1361.74,2536.58,0.00,1.19,1.24
G023.880-00.350,C,23.881,-0.349,45,,,,,56.1,HCO+,,,,,05.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.887+00.177,C,23.887,0.177,48,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.897+00.064,K,23.897,0.064,25,G023.909+00.066,,38.4,Anderson et al. (2015a),39.0,HCO+,N,02.9,00.4,HISA (Mol)/Kin,05.9,0003,2.37,2.82,8.26,9.53,221.45,452.85,0.00,0.13,0.00
G023.904-00.278,C,23.904,-0.277,23,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.907+00.074,K,23.907,0.074,49,G023.909+00.066,,38.4,Anderson et al. (2015a),39.0,HCO+,N,02.9,00.4,HISA (Mol)/Kin,05.9,0003,8.16,11.00,21.91,23.75,342.79,729.59,0.00,0.21,0.00
G023.926+00.203,C,23.926,0.203,88,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G023.957+00.149,K,23.958,0.149,97,G023.956+00.152,G023.956+00.152,78.9,Lockman (1989),80.0,HCO+,N,04.9,00.4,HIEA/Kin,04.5,0012,72.45,59.88,200.97,184.03,4079.68,6552.85,0.00,1.62,2.11
G023.962+00.172,G,23.962,0.173,58,,G023.956+00.152,,,,,,,,,,,15.46,16.35,39.29,39.63,625.08,803.57,0.00,0.49,0.00
G023.966+00.123,G,23.966,0.123,97,,G023.956+00.152,,,,,,,,,,,14.90,20.26,40.59,33.58,434.41,1124.89,0.00,0.00,0.00
G023.980-00.110,K,23.981,-0.110,47,G023.998-00.099,,75.8,"Lockman, Pisano, Howard (1996)",72.3,NH3,F,10.7,00.4,HIEA+HISA/Kin,04.6,-020,2.05,1.67,2.41,2.97,85.73,72.63,0.00,0.05,0.00
